Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Bleached Earth,South Africa,40,Bleach,1054,,,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,"2,749.70","6,768.00",67.15,68.4,67.2,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.9,86.9,
Bleached Earth,North Atlantic: Labyrinth,40,Bleach,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,"2,749.70","6,768.00",67.15,68.4,67.2,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.9,86.9,
Bleached Earth,North Atlantic: Eternal Smile,40,Bleach,4852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,"3,299.70","8,121.80",80.35,81.6,80.68,87,94.9,88.25,89.5,96.15,90.95,83.05,94.9,92.2,85.55,96.15,98.88,98.88,102.83,100.13,93.46,100.13,104.08,104.08,
Bleached Earth,East United States,40,Bleach,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,65.9,"2,749.70","6,768.00",67.15,68.4,67.2,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.9,86.9,
Bleached Earth,South Oceania,40,Bleach,319,,,,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.93,"3,959.60","9,746.30",96.18,97.43,96.8,104.4,113.9,105.65,106.9,115.15,109.15,99.65,113.9,110.4,102.15,115.15,118.65,118.65,123.4,119.9,111.65,119.9,124.65,124.65,
Bleached Earth,West Africa,40,Bleach,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,"2,749.70","6,768.00",67.15,68.4,67.2,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.9,86.9,
Bleached Earth,Arabia: Light-Year,40,Bleach,782,,,,,,,,,,,,,,,,,,,,,144.3,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,"2,749.70","6,768.00",67.15,68.4,67.2,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.9,86.9,
Bleached Earth,Arabia: Moonlight Extraction,40,Bleach,3144,,,,,,,,,,,,,,,,,,152.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.93,"3,959.60","9,746.30",96.18,97.43,96.8,104.4,113.9,105.65,106.9,115.15,109.15,99.65,113.9,110.4,102.15,115.15,118.65,118.65,123.4,119.9,111.65,119.9,124.65,124.65,
Paper Moon,Repair Depart. Suburbs,21,Free,125821,,,,,,,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,,,,,,,,,36.43,983.4,489,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.1,41.86,38.24,43.71,44.24,43,46.1,45.52,45.52,47.33,47.9,46.63,47.9,49.71,49.71,
Paper Moon,Repair Depart. HQ,21,Free,1459,,,,67.9,,,,,,,,,,64.4,,,,,,,,,,,,,,,,,,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,,,,,,,,,36.43,983.4,489,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.1,41.86,38.24,43.71,44.24,43,46.1,45.52,45.52,47.33,47.9,46.63,47.9,49.71,49.71,
Paper Moon,Defend Depart. HQ,21,Free,6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,191.9,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6,103.8,,,,,,,,,,,36.43,983.4,489,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.1,41.86,38.24,43.71,44.24,43,46.1,45.52,45.52,47.33,47.9,46.63,47.9,49.71,49.71,
Paper Moon,Grow Depart. Farmland,21,Free,2345,,,,51.4,,,,,,,,,,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,,128.9,,,,,,,,,37.38,"1,041.30",501.4,39.76,42.14,38.1,41.1,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44,47.24,46.71,46.71,48.57,49.1,47.73,49.1,50.95,50.95,
Paper Moon,Defend Depart. Plaza,21,Free,1584,,,,,,,,,,,,,,49,,,,,,,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8,,,,,,,,,37.38,"1,041.30",501.4,39.76,42.14,38.1,41.1,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44,47.24,46.71,46.71,48.57,49.1,47.73,49.1,50.95,50.95,
Paper Moon,Keep Depart. HQ,21,Free,1846,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8,,130.7,,,,,,,,,,,37.38,"1,041.30",501.4,39.76,42.14,38.1,41.1,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44,47.24,46.71,46.71,48.57,49.1,47.73,49.1,50.95,50.95,
Paper Moon,Keep Depart. Mall,22,Free,1630,,,,51.9,,,,,,,,,,,,,,,,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,,,,,,,,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,,,,,,,,,,,,37.5,"1,108.90",502.3,39.77,42.05,38.23,41.23,45,43.5,45.77,47.27,43.09,39.36,45,45.36,43.91,47.27,46.86,46.86,48.73,49.14,47.65,49.14,51,51,
Paper Moon,Build Depart. HQ,22,Free,18299,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9,,,,,,,,,37.5,"1,108.90",502.3,39.77,42.05,38.23,41.23,45,43.5,45.77,47.27,43.09,39.36,45,45.36,43.91,47.27,46.86,46.86,48.73,49.14,47.65,49.14,51,51,
Paper Moon,Outer Perimeter,21,Free,3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,153.5,,,,,,,,,,,,,,,,,,,,,,,,38.3,,,,,,176.7,,,,658.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.3,,,,371.9,,,,,,,38.33,"1,100.80",513.8,40.71,43.1,39.1,42.14,46,44.52,46.9,48.38,44.05,40.24,46,46.43,45,48.38,47.9,47.9,49.81,50.29,48.82,50.29,52.19,52.19,
Paper Moon,Transfer Depart. HQ,21,Free,4405,,,,,,,,,,,,,,,,,,,,,61.7,,,,,,,,,,,,,,,,,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,,,,,,,,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,38.33,"1,100.80",513.8,40.71,43.1,39.1,42.14,46,44.52,46.9,48.38,44.05,40.24,46,46.43,45,48.38,47.9,47.9,49.81,50.29,48.82,50.29,52.19,52.19,
Paper Moon,Grow Depart. HQ,22,Free,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,,,,,,,,,,,,,,,,,,,167.9,,,,,,,,,,94.4,,,,,,,192.2,,,,,,,,498.6,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,380,,,,38.41,"1,168.50",514.1,40.68,42.95,39.14,42.23,46.09,44.5,46.77,48.36,44.14,40.32,46.09,46.41,44.86,48.36,48,48,49.91,50.27,48.69,50.27,52.18,52.18,
Id,Business District,21,Free,11815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,154.4,,,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,221.8,,,,,,,,,,,,,,,,,,,,,,,,146.2,,,,,,,,210.5,36.43,983.4,489,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.1,41.86,38.24,43.71,44.24,43,46.1,45.52,45.52,47.33,47.9,46.63,47.9,49.71,49.71,
Id,School Route,21,Free,1747,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1,,,,,,,54.3,,,,,,,,,,,,,561.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.8,,,,,,36.9,"1,012.20",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.1,46.1,47.95,48.48,47.18,48.48,50.33,50.33,
Id,Nishi-Shinjuku: Crossroads,21,Free,2447,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9,,,,,46.2,,,,,,,,,,,,,,,503.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.9,,,,,,37.38,"1,041.30",501.4,39.76,42.14,38.1,41.1,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44,47.24,46.71,46.71,48.57,49.1,47.73,49.1,50.95,50.95,
Id,Nishi-Shinjuku: Skyscraper,22,Free,1242,,,,70.4,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4,,,,,,,,,,,,,,,,,77.4,,,,,,,,,,,,,,,,321.5,,,,,,,,,,,,,,,,,,,,,,,444.4,493.8,462.9,493.8,,,,,,236.2,,,37.5,"1,108.90",502.3,39.77,42.05,38.23,41.23,45,43.5,45.77,47.27,43.09,39.36,45,45.36,43.91,47.27,46.86,46.86,48.73,49.14,47.65,49.14,51,51,
Id,My House,21,Free,7148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,,,,,,,,,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Id,School: Quiet After School,21,Free,1242,,,,,,,,,,,,,,,,,,,,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,154.9,,,,,,,,,,,,,,,,,,,119.1,,,,,,,,,,,,,,222.4,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,206.2,37.86,"1,070.90",507.6,40.24,42.62,38.57,41.62,45.43,44,46.38,47.81,43.52,39.71,45.43,45.9,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Id,School: Seven Mysteries,22,Free,1303,,,,71.5,,,,,,,,,,,,,,,,,,,,,99.3,,,,,,,,,,,,,,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,414.6,452.5,380.6,90.5,,,,,,,,,37.95,"1,138.50",508.2,40.23,42.5,38.68,41.73,45.55,44,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Id,School: Crash Course,22,Free,1810,,,,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,76.7,,,,,,,,161.2,,,,,,,,,,,,,,,,,,,,,516.8,456,415.3,88.4,,,,,,,,132.6,37.95,"1,138.50",508.2,40.23,42.5,38.68,41.73,45.55,44,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Id,School: Sudden Call,21,Free,1873,,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.8,390.3,414.9,112.3,,,,,,,,,38.33,"1,100.80",513.8,40.71,43.1,39.1,42.14,46,44.52,46.9,48.38,44.05,40.24,46,46.43,45,48.38,47.9,47.9,49.81,50.29,48.82,50.29,52.19,52.19,
Id,Shinjuku Gyoen,22,Free,118401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,123.1,,,,,,,,,,,,,,,,,192.1,,,239.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9,,,216.2,,,,,,38.41,"1,168.50",514.1,40.68,42.95,39.14,42.23,46.09,44.5,46.77,48.36,44.14,40.32,46.09,46.41,44.86,48.36,48,48,49.91,50.27,48.69,50.27,52.18,52.18,
Id,Tokyo Station,21,Free,1815,,,,72.3,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2,,,,,,,,,,,60.6,,,,,,,,,426.8,,,,,,,,,,,,,,,,,,,,,,,66.2,,,474.2,432.4,350,432.4,,,403,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Id,Odaiba,21,Free,2620,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,59.1,,,,,,,,,,,,,,499.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.3,,,,,,38.81,"1,131.00",520,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone,Quest,AP,,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
